pergunta;alternativas;resposta_certa;alternativa_1;alternativa_2;alternativa_3;embaralhar
Qual foi o primeiro país da América do Sul a aceitar mulheres nas forças armadas?;3;Brasil;Uruguai;Argentina;-;N
Em que estado brasileiro ocorreu o maior terremoto já registrado?;3;Acre;Rio Grande do Norte;Santa Catarina;;N
1779, 1789 ou 1799. Em qual ano começou a Revolução Francesa?;5;B;-;-;-;N
4, 5 ou 7. Quantos meses possuem 31 dias?;5;C;-;-;-;N
Rani, Rajá ou Lalita. Qual título é dado à mulher do príncipe indiano?;5;A;-;-;-;N
O que significa cupidez?;3;Cobiça;Gula;Ira;-;N
Lichia é um tipo de:;3;Fruto;Queijo;Pedra;-;N
Quantos meses dura aproximadamente o período de gestação das vacas?;3;9 meses;7 meses;11 meses;-;N
Qual é a válvula cardíaca que regula a passagem do sangue arterial do lado esquerdo do coração?;4;Mitral;Sístole;Semilunar;Tricúspide;N
Qual é o nome da fina camada protetora de pelos que aparece no bebê no 6º mês de gestação?;3;Lanugo;Menarca;Ureter;-;N
Capital, Venial ou Original. Qual nome damos ao pecado de Adão e Eva?;5;C;-;-;-;N
Nevralgia, Nefrite, Enxaqueca. Como se chama a dor nos nervos?;5;A;-;-;-;N
Qual país possui a maior população?;3;Índia;China;Estados Unidos;-;N
Qual é o nome do médico nazista que morreu afogado numa praia em Bertioga, São Paulo?;4;Josef Mengele;Karl Donitz;Joseph Goebbels;Joachin von Ribbentrop;N
A ilha de Alcatraz, famosa por ter uma prisão de onde ninguém escapou, está na baía de qual cidade americana?;4;São Francisco;Seattle;Los Angeles;Nova Iorque;N
Quem inventou os jeans?;4;Levi Strauss;Ethan Lee;Calvin Klein;Will Wrangler;N
Quem foi o primeiro a assumir o cargo de primeiro-ministro de Israel?;4;David Ben-Gurion;Golda Meir;Shimon Peres;Menachem Begin;N
"22, 33 ou 44. Quantas vezes Chaves tem que repetir o verso do poema ""Cão Arrependido""?";5;C;-;-;-;N
De que país é o clube de futebol KÍ Klaksvík, que fez história ao chegar na fase de grupos de uma competição europeia?;3;Ilhas Faroé;Suécia;Islândia;-;N
Espanha, Inglaterra ou Suécia. Qual país ganhou a Copa do Mundo Feminina de 2023?;5;A;-;-;-;N
França, Grã Bretanha ou Suíça. De que país vem a maionese?;5;A;-;-;-;N
China, Japão ou Coreia do Sul. Em que país nasceu o piloto de Fórmula 1 Yuki Tsunoda?;5;B;-;-;-;N
Branco, Amarelo ou Azul. Qual é a cor de fundo da bandeira da Suécia?;5;C;-;-;-;N
Vermelho, Amarelo ou Verde. Que cor não está na bandeira da Alemanha?;5;C;-;-;-;N
"Quem cantou o hit ""Dusk Till Dawn"" com Sia?";3;Zayn;Lewis Capaldi;Harry Styles;-;N
"Quem cantou o hit ""Love At First Sight"", lançado em 2002?";4;Kylie Minogue;Celine Dion;Tina Turner;Dana International;N
Qual país sediou a Copa do Mundo FIFA de 2022?;3;Catar;Arábia Saudita;Bahrein;-;N
20, 30 ou 50. Quanto é 15+15?;5;B;-;-;-;N
50, 75 ou 100. Quanto é 25+25?;5;A;-;-;-;N
150, 200 ou 250. Quanto é 75+75?;5;A;-;-;-;N
90, 120, 150. Quanto é 60+60?;5;B;-;-;-;N
Qual clube de futebol venceu a primeira edição da UEFA Europa Conference League, na temporada 2021/22?;4;AS Roma;Feyenoord;Leicester City;Olympique de Marseille;N
Qual artista cantou a música As It Was, lançada em 2022?;3;Harry Styles;Zayn;Niall Horan;-;N
Qual cidade é a capital da Dinamarca?;4;Copenhague;Aarhus;Aalborg;Odense;N
Qual artista feminina canta a música Gimme More no álbum Blackout?;4;Britney Spears;Kylie Minogue;Jennifer Lopez;Demi Lovato;N
"Quem canta a música ""Non, je ne regrette rien"", utilizada no filme ""A Origem"", de 2010?";3;Édith Piaf;Mireille Mathieu;Dalida;-;N
Quem foi o último governador do Rio de Janeiro a ficar 8 anos no cargo?;3;Sérgio Cabral;Leonel Brizola;Anthony Garotinho;-;N
"No filme ""Laços"", da Turma da Mônica, qual é a raça do cachorro Floquinho, do Cebolinha?";4;Lhasa Apso;Schnauzer;Yorkshire;Cavalier;N
Quem é considerado o herói da independência da Argentina?;4;José de San Martín;Simón Bolívar;José Gervasio Artigas;Bernardo O'Higgins;N
Em que ano foi proclamada a independência do Peru?;4;1821;1824;1817;1822;N
"Quem apelidou a Seleção Brasileira de Futebol de ""Seleção Canarinho""?";3;Geraldo José de Almeida;Aymoré Moreira;João Saldanha;-;N
Euterpe, Virgínia ou Aurora. Quem é a deusa do amanhecer na mitologia romana?;5;C;-;-;-;N
Professor, Policiais ou Sequestrador. Quem tem Síndrome de Estocolmo tem afeição por quem?;5;C;-;-;-;N
Qual era o sobrenome do primeiro deputado federal indígena, eleito em 1982?;3;Juruna;Paiakan;Raoni;-;N
Grãos Integrais, Frutas e Hortaliças, Alimentos Gordurosos. O que fica no topo da pirâmide alimentar?;5;C;-;-;-;N
14, 15, 16. Quantas letras contém a escrita da Bandeira Nacional Brasileira?;5;B;-;-;-;N
Qual é a origem da palavra almofada?;4;Árabe;Francesa;Italiana;Inglesa;N
Cafu, Romário ou Ronaldo. Quem foi o primeiro jogador a entrar em campo em 3 finais de Copa do Mundo seguidas?;5;A;-;-;-;N
Vermelha, Laranja ou Azul. A tartaruga ninja Michelangelo usa uma faixa de qual cor?;5;B;-;-;-;N
"Qual é o nome do galo que você tem que alimentar até o fim no jogo da web ""Password Game""?";3;Paul;George;John;-;N
Em que país aconteceu o primeiro transplante de coração bem-sucedido na história?;4;África do Sul;União Soviética;Itália;Estados Unidos;N
Em que país está o Mar de Sete Cores?;4;Colômbia;Argentina;México;Venezuela;N
Na pirâmide alimentar, o que encontramos no topo?;3;Alimentos Gordurosos;Frutas e Hortaliças;Grãos Integrais;-;N
Quem é o único piloto português a conseguir um pódio na Fórmula 1?;4;Tiago Monteiro;Nicha Cabral;Pedro Lamy;Casimiro de Oliveira;N
"No Rio Grande do Sul, a palavra ""prenda"" é sinônimo de quê?";3;Namorada;Perfume;Botas;-;123
Basquete, Vôlei ou Tênis. Em que esporte se destacou o espanhol Pau Gasol?;5;A;-;-;-;N
"Na série ""Toma Lá Dá Cá"", quem interpretava a empregada Bozena?";3;Alessandra Maestrini;Stella Miranda;Cláudia Rodrigues;-;N
"Na novela ""Avenida Brasil"", quem interpretava a antagonista Carminha?";4;Adriana Esteves;Débora Falabella;Carolina Dieckmann;Letícia Sabatella;N
"Complete corretamente a frase: ""É _____ de tempo errar a pergunta e jogar a roleta!"".";3;Perda;Perca;Ambas aceitas;-;213
A companhia Volvo é originária de qual país?;4;Suécia;Alemanha;Estados Unidos;Inglaterra;N
O doce brigadeiro é originário de qual país?;4;Brasil;Alemanha;Suíça;Itália;N
Qual o nome do programa que Elis Regina apresentou na Record na década de 60?;4;O Fino da Bossa;Show da Pimentinha;Bossa Nova;Jovem Guarda;N
Qual é o plural de arroz?;3;Arrozes;Arroz;Arrozeres;-;N
Muito presente em sistemas de Smart TVs, o que significa o nome da marca Roku, em japonês?;4;Seis;Conexão;Felicidade;Sistema;N
Qual equação é considerada a mais bela de toda a matemática, segundo Richard Feynman?;3;Identidade de Euler;Equivalência Massa-energia;1ª lei de Ohm;-;N
Qual dos seguintes dubladores nunca dublou o Pica-Pau?;4;Orlando Drummond;Olney Cazarré;Garcia Júnior;Marco Antônio Costa;N
Segundo a Bíblia, qual profeta previu a cidade em que Jesus Cristo nasceria?;4;Miqueias;Ezequiel;Isaías;Jeremias;N
"A frase ""Que comecem os jogos"" ficou famosa graças a qual filme?";3;Jogos Mortais;Jogos Vorazes;Mortal Kombat;-;N
Segundo dados do Censo de 2022, qual é o município brasileiro com a menor população?;3;Serra da Saudade - MG;Anhanguera - GO;Borá - SP;-;N
"Fortaleza, Salvador ou João Pessoa. Qual cidade é conhecida como ""Roma Negra""?";5;B;-;-;-;N
Qual destes foi um grande escritor argentino?;3;Jorge Luis Borges;Pedro Almodóvar;Pablo Neruda;-;N
Qual equipe da Fórmula 1 foi a que mais contratou pilotos brasileiros em sua história?;4;Williams;McLaren;Ferrari;Fittipaldi;N
"Qual é a guerra retratada no filme ""O Resgate do Soldado Ryan""?";3;2ª Guerra Mundial;1ª Guerra Mundial;Guerra do Vietnã;-;N
Jigglypuff, Pikachu ou Frodo. Qual destes personagens não é um Pokémon?;5;C;-;-;-;N
Pong, Tetris, Pac-Man. Qual destes jogos foi lançado primeiro?;5;A;-;-;-;N
Se você tiver em mãos 1 exemplar de cada nota do real em circulação, quanto dinheiro você terá no total?;4;R$ 387;R$ 388;R$ 397;R$ 398;1234
A Equipe de Atletas Independentes no Pan 2023 em Santiago é composta de atletas de qual país?;3;Guatemala;Nicarágua;Barbados;-;N
Qual é o mineral mais presente no corpo humano?;3;Cálcio;Potássio;Ferro;-;N
"Tom Cruise, Mel Gibson, John Travolta. Quem protagonizou o filme ""Os Embalos de Sábado à Noite""?";5;C;-;-;-;N
Quantos títulos do Mr. Olympia Classic Physique possui o canadense Chris Bumstead, o CBum?;4;6 títulos;3 títulos;4 títulos;5 títulos;2341
Em que país nasceu o campeão mundial de xadrez José Raúl Capablanca?;3;Cuba;Espanha;Argentina;-;N
O atual presidente do COI Thomas Bach foi campeão olímpico em que modalidade?;3;Esgrima;Natação;Tiro;-;N
"O que significa ""Arábia""?";4;Nômade;Escultor;Curioso;Perseguido;N
"Em que planeta nasceu o alienígena Alf, do seriado ""Alf, O ETeimoso""?";3;Melmac;Potomac;Golubac;-;N
Qual é o recorde mundial dos 100 metros rasos masculino, prova do atletismo?;3;9.58 segundos;9.63 segundos;9.67 segundos;-;N
A primeira fibra têxtil sintética produzida pelo homem recebeu qual nome?;3;Nylon;Poliéster;Tactel;-;N
Quem era o rei de Portugal quando o Brasil foi descoberto no ano de 1500?;3;D. Manuel I;D. João III;D. Filipe II;-;N
"Na ""política do café com leite"", que estado brasileiro simbolizava o ""leite""?";3;Minas Gerais;Rio Grande do Sul;São Paulo;-;N
"Que conjunto gravou ""Back in Black"", o álbum de banda mais vendido do mundo?";3;AC/DC;Pink Floyd;The Beatles;-;N
Quem é o maior ganhador de Troféus Imprensa na categoria melhor ator?;3;Tony Ramos;Lima Duarte;José Wilker;-;N
"Que cantora era conhecida como ""Madrinha do Samba""?";3;Beth Carvalho;Dona Ivone Lara;Elza Soares;-;N
A rabeca se assemelha a qual instrumento musical?;3;Violino;Banjo;Sanfona;-;N
"No vocabulário dos protagonistas do filme ""Laranja Mecânica"", o que significa a palavra ""gulliver""?";3;Cabeça;Leite;Olho;-;N
Alexey Pajitnov desenvolveu qual jogo popular?;4;Tetris;War;Batalha naval;Pitfall;N
Qual é o sobrenome mais comum do Brasil?;4;Silva;Pereira;Torres;Costa;N
Carlos Alberto de Nóbrega foi roteirista de qual programa humorístico do Globo?;4;Os Trapalhões;Chico City;Viva o Gordo;Balança Mas Não Cai;N
Qual destas cobras é peçonhenta?;4;Jararacuçu;Sucuri;Falsa coral;Jiboia;N
"Quem escreveu ""O Auto da Barca do Inferno""?";4;Gil Vicente;Dante Alighieri;Eça de Queiroz;Sófocles;N
"Que corte de carne bovina é obtido da ""corcova"" do boi?";4;Cupim;Filé mignon;Ponta de agulha;Picanha;N
Qual país é o maior consumidor de perfumes do mundo?;4;Estados Unidos;Brasil;China;França;N
O ângulo em radianos 3π/8 está localizado em qual quadrante do círculo trigonométrico?;4;1º quadrante;2º quadrante;3º quadrante;4º quadrante;1234
"Qual o sinônimo da palavra ""lábaro""?";4;Bandeira;Céu;Nobre;Brilhante;N
10, 11 ou 12. Quantos zeros aparecem no número dez bilhões?;5;A;-;-;-;N
Macarronada, Pizza ou Lasanha. Qual o prato preferido do Garfield?;5;C;-;-;-;N
Piña Colada, Cuba Libre ou Margarita. Que drinque é feito com rum, leite de coco e suco de abacaxi?;5;A;-;-;-;N
Pirólogo, Pirógrafo ou Pirófago. Que outro nome recebe o engolidor de fogo?;5;C;-;-;-;N
Cintura, Cabeça ou Tórax. O elmo protegia que parte do corpo dos cavaleiros medievais?;5;B;-;-;-;N
Squash, Pancrácio ou Lacrosse. Qual destes esportes não utiliza bolas?;5;B;-;-;-;N
"2, 3 ou 4. Quanros estados brasileiros começam com a letra ""M""?";5;C;-;-;-;N
"Filho, Irmão ou Neto. No desenho ""Caverna do Dragão"", Vingador era o que de Mestre dos Magos?";5;A;-;-;-;N
"Que dupla da jovem guarda gravou originalmente a música ""Devolva-me""?";3;Leno e Lilian;Dom e Ravel;Antônio Carlos e Jocafi;-;N
O que era usado como pagamento aos antigos soldados romanos?;3;Sal;Açúcar;Pimenta;-;N
Qual foi o último clube francês a vencer uma Champions League?;3;PSG;Olympique de Marselha;Stade de Reims;-;N
Em qual destes fenômenos se caracteriza uma transformação química?;3;Queima da madeira;Dilatação térmica do aço;Derretimento do gelo;-;N
Qual foi a causa da morte do presidente Getúlio Vargas?;3;Suicídio;Acidente de carro;Infarto;-;N
As cerdas das primeiras escovas de dentes do mundo eram feitas com pelos de qual animal?;3;Porco;Javali;Cavalo;-;N
Cazuza era vocalista de qual conjunto antes de fazer carreira solo?;3;Barão Vermelho;Titãs;Blitz;-;N
Em que país fica a Capadócia?;3;Turquia;Israel;Grécia;-;N
Como se chama o estreito geográfico que separa o Alasca e a Rússia?;3;Estreito de Bering;Estreito de Ormuz;Estreito de Lombok;-;N
Que substância o Professor Utônio derrubou por acidente, criando as Meninas Super Poderosas?;3;Elemento X;Elemento U;Elemento Z;-;N
Que personagem de Chico Anysio tem Terta como esposa?;4;Pantaleão;Tavares;Popó;Nazareno;N
Qual é o objeto de estudo da ictiologia?;4;Peixes;Árvores;Anfíbios;Cachoeiras;N
"Em que obra literária está presente o personagem conhecido como ""Sexta-Feira""?";4;Robinson Crusoé;O Guarani;O Último dos Moicanos;Buffalo Bill;N
"Que atriz ficou conhecida como ""Namoradinha do Brasil""?";4;Regina Duarte;Sandra Bréa;Vera Fischer;Daniella Perez;N
"Em que país nasceu Pablo, dublador do programa ""Qual é a Música?"" nos anos 80?";4;Espanha;Colômbia;Peru;Nicarágua;N
Em que ano aconteceu a Semana de Arte Moderna?;4;1922;1930;1944;1951;N
Anderson Silva foi detentor de cinturão em qual categoria de peso no UFC masculino?;4;Peso médio;Peso pena;Peso meio-médio;Peso meio-pesado;N
Além de uma marca de artigos esportivos, Nike é também a deusa grega do quê?;4;Vitória;Tempo;Ordem;Submundo;N
Michael Jackson foi casado por dois anos com a filha de que outro cantor?;4;Elvis Presley;Frank Sinatra;Lionel Richie;Chuck Berry;N
"A frase em latim ""Ars gratia artis"" é observada na logomarca de qual produtora de filmes?";4;MGM Studios;Universal Pictures;Twentieth Century-Fox;Paramount Pictures;N
Irmãos, Primos ou Cunhados. Qual o grau de parentesco entre Maria Bethânia e Caetano Veloso?;5;A;-;-;-;N
"Kiddy, Funky ou Diddy. Qual deles é personagem jogável em ""Donkey Kong Country 2""?";5;C;-;-;-;N
"Vik Muniz, Alfredo Volpi ou Romero Britto. Quem é conhecido como o ""Pintor das Bandeirinhas""?";5;B;-;-;-;N
Londres, Manchester ou Birmingham. Em que cidade britânica nasceu Charles Chaplin?;5;A;-;-;-;N
Malte, Soja ou Arroz. Qual o ingrediente principal do saquê?;5;C;-;-;-;N
China, Japão ou Coreia do Sul. Em que país fica a Praça da Paz Celestial?;5;A;-;-;-;N
19, 21 ou 22. Em que dia o Brasil foi descoberto por Pedro Álvares Cabral?;5;C;-;-;-;N
Athletico Paranaense, Paraná ou Coritiba. Quem tem mais títulos do Campeonato Paranaense?;5;C;-;-;-;N
"Qual destes atores não interpretou o personagem ""Willie Wonka"" no cinema?";3;Deep Roy;Gene Wilder;Johnny Depp;-;N
Que jogador ganhou o Prêmio Puskás de 2013 por ter feito um gol de bicilceta fora da grande área?;3;Zlatan Ibrahimovic;Nemanja Matic;Paul Pogba;-;N
"A silhueta de qual animal está estampada na placa de trânsito denominada ""animais selvagens""?";3;Cervo;Boi;Girafa;-;N
"A ""Bruxa do Mar"" é uma das antagonistas de qual desenho animado?";3;Popeye;Ursinhos Carinhosos;Cavalo de Fogo;-;N
"""The Skeld"" é o nome de um dos mapas de qual jogo de computador?";3;Among Us;Counter Strike;Portal;-;N
Em que país um homem ficou em frente a uma fila de tanques de guerra no ano de 1989?;3;China;União Soviética;Coreia do Norte;-;N
O que os anfíbios anuros não têm em relação aos demais anfíbios?;3;Cauda;Veneno;Antenas;-;N
Qual destes é um substantivo derivado?;3;Aterro;Máquina;Vergonha;-;N
"""Eu nasci há 10000 anos atrás"" e ""Tente outra vez"" foram músicas compostas por Raul Seixas e qual escritor?";3;Paulo Coelho;Marcelo Gleiser;Leandro Karnal;-;N
"Que locutor esportivo é conhecido como o ""Pai da Matéria""?";4;Osmar Santos;Fiori Gigliotti;Januário de Oliveira;Luiz Alfredo;N
"""Capricho"" é uma palavra aportuguesada de qual idioma?";4;Italiano;Alemão;Inglês;Francês;N
Quem foi a primeira pessoa a receber dois Prêmios Nobel na história?;4;Marie Curie;Albert Einstein;Ernest Rutherford;Stephen Hawking;N
"Que personagem da Disney visitou o ""País da Matemágica""?";4;Pato Donald;Pluto;Mickey Mouse;Minnie Mouse;N
Qual o nome da cidade fundada por Caim após sair da presença de Deus?;4;Enoque;Gerar;Naás;Aroer;N
O que havia no centro da bandeira da Iugoslávia?;4;Estrela;Lua;Martelo e foice;Brasão nacional;N
Qual das filhas de Silvio Santos foi sequestrada no ano de 2001?;4;Patrícia Abravanel;Rebeca Abravanel;Renata Abravanel;Daniela Beyruti;N
"Como se chama a figura geométrica tridimensional em formato de ""donut""?";4;Toro;Tronco de cone;Catenária;Concoide;N
O pintor Pablo Picasso era adepto de qual movimento artístico?;4;Cubismo;Impressionismo;Abstracionismo;Barroco;N
"Selênio, Enxofre ou Flúor. A letra ""S"" representa que elemento químico da tabela periódica?";5;B;-;-;-;N
Aristóteles, Pitágoras ou Arquimedes. Quem descobriu o valor do pi?;5;C;-;-;-;N
1982, 1978 ou 1980. Em que ano nasceu o primeiro bebê de proveta?;5;B;-;-;-;N
Matte, Wazari ou Touché. Que palavra é usada como comando de interrupção de uma luta de judô?;5;A;-;-;-;N
"O Rei Leão, Bambi ou Tarzan. A expressão ""Hakuna Matata"" é dita originalmente em qual filme?";5;A;-;-;-;N
Zezé di Camargo, Daniel ou Leonardo. Zé Felipe é filho de que cantor sertanejo?;5;C;-;-;-;N
Ásia, América do Sul ou América do Norte. Em qual continente fica o Monte Aconcágua?;5;B;-;-;-;N
Alemã, Americana ou Chinesa. Qual a nacionalidade do inventor da primeira bicicleta?;5;A;-;-;-;N
Nos dias atuais, as ruínas da antiga cidade de Troia são encontradas em qual país?;3;Turquia;Chipre;Itália;-;N
C10H14N2 é a fórmula química de qual substância?;3;Nicotina;Cocaína;Álcool;-;N
Qual das peças do xadrez sempre permanece em um quadrado de mesma cor ao ser movimentado?;3;Bispo;Rainha;Torre;-;N
"Qual das seguintes palavras é sinônimo de ""acepipe""?";3;Guloseima;Lavanda;Urna;-;N
Qual o país do mundo com mais nativos falantes do idioma espanhol?;3;México;Argentina;Espanha;-;N
"Qual o nome da esposa robô de Plâncton no desenho ""Bob Esponja""?";3;Karen;Kelly;Kimberly;-;N
Seth é o deus dos ventos e das tempestades em qual mitologia?;3;Egípcia;Hindu;Nórdica;-;N
Qual é a cor mais presente em bandeiras de países pelo mundo?;3;Vermelho;Branco;Azul;-;N
Qual é o principal alimento dos ursos-panda?;3;Bambu;Peixe;Mel;-;N
"Que palavra em inglês foi escrita de forma invertida pela criança protagonista do filme ""O Iluminado""?";3;Murder;Mirror;Blood;-;N
Na citologia, as mitocôndrias possuem qual função essencial?;4;Respiração celular;Síntese de proteínas;Armazenagem do DNA;Digestão intracelular;N
"Quem fez par romântico com o ator John Travolta no filme ""Grease: Nos Tempos da Brilhantina""?";4;Olivia Newton-John;Glenda Jackson;Brigitte Bardot;Jane Fonda;N
